"kingdom","phylum","class","order","family","sub_family","genus","iucn_threat_status","common_name_description","Sampling.Point","value","Species"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x310724_kn07_mzb5",12,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x310724_kn07_mzb6",4,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x310724_kn08_mzb7",5,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x310724_kn09_mzb9",26,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x310724_kn09_mzb10",45,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x010824_kn10_mzb1",3,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x010824_kn11_mzb3",16,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x010824_kn11_mzb4",3,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x010824_kn12_mzb5",55,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x010824_kn12_mzb6",36,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x010824_kn13_mzb7",20,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Sphaerium",1,"river orb clam (olive brown / green)","x310724_kn06_mzb3",2,"Sphaerium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Sphaerium",1,"river orb clam (olive brown / green)","x310724_kn09_mzb9",2,"Sphaerium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Sphaerium",1,"river orb clam (olive brown / green)","x010824_kn11_mzb3",15,"Sphaerium"
"Animalia","Mollusca","Bivalvia","Unionida","Unionidae",NA,"Unio",1,"Painter's mussel","x300724_kn01_mzb2",1,"Unio pictorum"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Bithyniidae",NA,"Bithynia",5,"faucet snail","x310724_kn05_mzb1",13,"Bithynia tentaculata"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Bithyniidae",NA,"Bithynia",5,"faucet snail","x310724_kn05_mzb2",4,"Bithynia tentaculata"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Bithyniidae",NA,"Bithynia",5,"faucet snail","x310724_kn06_mzb3",5,"Bithynia tentaculata"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Bithyniidae",NA,"Bithynia",5,"faucet snail","x310724_kn06_mzb4",19,"Bithynia tentaculata"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Bithyniidae",NA,"Bithynia",5,"faucet snail","x310724_kn07_mzb5",1,"Bithynia tentaculata"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Bithyniidae",NA,"Bithynia",5,"faucet snail","x310724_kn07_mzb6",4,"Bithynia tentaculata"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Bithyniidae",NA,"Bithynia",5,"faucet snail","x010824_kn11_mzb3",4,"Bithynia tentaculata"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Bithyniidae",NA,"Bithynia",5,"faucet snail","x010824_kn11_mzb4",5,"Bithynia tentaculata"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Acroloxidae",NA,"Acroloxus",1,"lake limpet","x310724_kn05_mzb1",1,"Acroloxus lacustris"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Acroloxidae",NA,"Acroloxus",1,"lake limpet","x310724_kn06_mzb3",7,"Acroloxus lacustris"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Acroloxidae",NA,"Acroloxus",1,"lake limpet","x310724_kn06_mzb4",8,"Acroloxus lacustris"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Lymnaeidae",NA,"Lymnaea",1,"wandering pond snail (large aperture)","x300724_kn03_mzb5",9,"Lymnaea peregra"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Lymnaeidae",NA,"Lymnaea",1,"wandering pond snail (large aperture)","x300724_kn03_mzb6",37,"Lymnaea peregra"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Lymnaeidae",NA,"Lymnaea",1,"wandering pond snail (large aperture)","x310724_kn06_mzb3",1,"Lymnaea peregra"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Lymnaeidae",NA,"Lymnaea",1,"wandering pond snail (large aperture)","x310724_kn09_mzb9",1,"Lymnaea peregra"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Lymnaeidae",NA,"Lymnaea",1,"wandering pond snail (large aperture)","x010824_kn11_mzb3",1,"Lymnaea peregra"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Lymnaeidae",NA,"Lymnaea",1,"wandering pond snail (large aperture)","x010824_kn12_mzb5",13,"Lymnaea peregra"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Lymnaeidae",NA,"Lymnaea",1,"mud pond snail (smaller spire shell)","x010824_kn11_mzb4",1,"Lymnaea glabra"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Physidae",NA,"Physella",1,"bladder snail (green, shiny, spotty, fragile shell)","x310724_kn05_mzb1",12,"Physella acuta"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Physidae",NA,"Physella",1,"bladder snail (green, shiny, spotty, fragile shell)","x310724_kn05_mzb2",8,"Physella acuta"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Physidae",NA,"Physella",1,"bladder snail (green, shiny, spotty, fragile shell)","x310724_kn06_mzb3",1,"Physella acuta"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Physidae",NA,"Physella",1,"bladder snail (green, shiny, spotty, fragile shell)","x310724_kn06_mzb4",11,"Physella acuta"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Physidae",NA,"Physella",1,"bladder snail (cream, sinistral shell)","x300724_kn03_mzb5",32,"Physa fontinalis"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Physidae",NA,"Physella",1,"bladder snail (cream, sinistral shell)","x300724_kn03_mzb6",50,"Physa fontinalis"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Physidae",NA,"Physella",1,"bladder snail (cream, sinistral shell)","x310724_kn05_mzb2",1,"Physa fontinalis"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Physidae",NA,"Physella",1,"bladder snail (cream, sinistral shell)","x310724_kn06_mzb3",2,"Physa fontinalis"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Physidae",NA,"Physella",1,"bladder snail (cream, sinistral shell)","x310724_kn08_mzb7",2,"Physa fontinalis"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Physidae",NA,"Physella",1,"bladder snail (cream, sinistral shell)","x310724_kn09_mzb9",1,"Physa fontinalis"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Physidae",NA,"Physella",1,"bladder snail (cream, sinistral shell)","x310724_kn09_mzb10",1,"Physa fontinalis"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Physidae",NA,"Physella",1,"bladder snail (cream, sinistral shell)","x010824_kn12_mzb5",2,"Physa fontinalis"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small flat brown ramshorn","x300724_kn02_mzb4",40,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small flat brown ramshorn","x300724_kn04_mzb7",1,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small flat brown ramshorn","x310724_kn05_mzb2",1,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small flat brown ramshorn","x310724_kn06_mzb3",5,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small flat brown ramshorn","x310724_kn06_mzb4",13,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small flat brown ramshorn","x310724_kn07_mzb5",2,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small flat brown ramshorn","x310724_kn07_mzb6",2,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small flat brown ramshorn","x310724_kn08_mzb7",5,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small flat brown ramshorn","x310724_kn08_mzb8",5,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small flat brown ramshorn","x010824_kn12_mzb6",2,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small, thicker, ramshorn","x300724_kn01_mzb1",2,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small, thicker, ramshorn","x300724_kn02_mzb3",5,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small, thicker, ramshorn","x300724_kn02_mzb4",3,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small, thicker, ramshorn","x310724_kn05_mzb1",13,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small, thicker, ramshorn","x310724_kn05_mzb2",3,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small, thicker, ramshorn","x310724_kn06_mzb3",11,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small, thicker, ramshorn","x310724_kn06_mzb4",14,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small, thicker, ramshorn","x310724_kn07_mzb5",6,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small, thicker, ramshorn","x010824_kn10_mzb1",2,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small, thicker, ramshorn","x010824_kn11_mzb3",2,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small, thicker, ramshorn","x010824_kn12_mzb5",15,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Planorbidae",NA,NA,1,"small, thicker, ramshorn","x010824_kn12_mzb6",2,"Planorbidae"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Valvatidae",NA,"Valvata",1,"flat valve snails","x310724_kn05_mzb1",1,"Valvata cristata"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Valvatidae",NA,"Valvata",1,"flat valve snails","x310724_kn05_mzb2",1,"Valvata cristata"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Valvatidae",NA,"Valvata",1,"flat valve snails","x310724_kn06_mzb3",13,"Valvata cristata"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Valvatidae",NA,"Valvata",1,"flat valve snails","x310724_kn06_mzb4",16,"Valvata cristata"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Valvatidae",NA,"Valvata",1,"flat valve snails","x310724_kn07_mzb5",1,"Valvata cristata"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Valvatidae",NA,"Valvata",1,"flat valve snails","x310724_kn07_mzb6",1,"Valvata cristata"
